,Month,School,Grade,Regular Program,Bilingual Served,Spec. Ed. Served,Male,Female,Non-Binary,Total Student Count,P223 Total Count,P223 Total FTE
7,2024-02,Genesee Hill,2,69.0,3.0,14.0,38.0,47.0,1.0,86.0,86.0,86.0
8,2024-02,Genesee Hill,3,64.0,2.0,14.0,35.0,44.0,0.0,79.0,79.0,79.0
9,2024-02,Genesee Hill,4,67.0,1.0,15.0,45.0,37.0,1.0,83.0,83.0,83.0
10,2024-02,Genesee Hill,5,75.0,6.0,19.0,49.0,48.0,1.0,98.0,98.0,98.0
5,2024-02,Graham Hill,K,27.0,10.0,3.0,20.0,18.0,1.0,39.0,39.0,39.0
6,2024-02,Graham Hill,1,28.0,17.0,11.0,27.0,27.0,0.0,54.0,54.0,54.0
7,2024-02,Graham Hill,2,22.0,14.0,3.0,19.0,18.0,0.0,37.0,37.0,37.0
8,2024-02,Graham Hill,3,13.0,16.0,11.0,23.0,12.0,0.0,35.0,35.0,35.0
9,2024-02,Graham Hill,4,24.0,23.0,12.0,30.0,21.0,0.0,51.0,51.0,51.0
10,2024-02,Graham Hill,5,21.0,15.0,5.0,20.0,16.0,0.0,36.0,36.0,36.0
4,2024-02,Green Lake,Preschool,0.0,0.0,6.0,4.0,2.0,0.0,6.0,0.0,0.0
5,2024-02,Green Lake,K,37.0,6.0,5.0,24.0,23.0,1.0,48.0,48.0,48.0
6,2024-02,Green Lake,1,51.0,6.0,6.0,25.0,37.0,0.0,62.0,62.0,62.0
7,2024-02,Green Lake,2,40.0,8.0,11.0,29.0,28.0,1.0,58.0,58.0,58.0
8,2024-02,Green Lake,3,29.0,10.0,10.0,20.0,27.0,0.0,47.0,47.0,47.0
9,2024-02,Green Lake,4,40.0,8.0,15.0,38.0,23.0,1.0,62.0,62.0,62.0
10,2024-02,Green Lake,5,29.0,7.0,13.0,23.0,25.0,1.0,49.0,49.0,48.02
4,2024-02,Greenwood,Preschool,3.0,0.0,19.0,16.0,5.0,1.0,22.0,0.0,0.0
5,2024-02,Greenwood,K,45.0,6.0,7.0,28.0,30.0,0.0,58.0,58.0,58.0
6,2024-02,Greenwood,1,54.0,3.0,5.0,31.0,31.0,0.0,62.0,62.0,62.0
7,2024-02,Greenwood,2,35.0,3.0,15.0,30.0,21.0,1.0,52.0,52.0,52.0
8,2024-02,Greenwood,3,39.0,3.0,8.0,29.0,21.0,0.0,50.0,50.0,49.81
9,2024-02,Greenwood,4,37.0,2.0,5.0,16.0,28.0,0.0,44.0,44.0,43.66
10,2024-02,Greenwood,5,44.0,1.0,6.0,21.0,27.0,2.0,50.0,50.0,49.02
5,2024-02,Hamilton International,6,266.0,10.0,42.0,156.0,160.0,2.0,318.0,318.0,317.01
6,2024-02,Hamilton International,7,252.0,18.0,49.0,170.0,144.0,4.0,318.0,318.0,317.04
7,2024-02,Hamilton International,8,243.0,11.0,28.0,152.0,120.0,7.0,279.0,279.0,278.68
5,2024-02,Hawthorne,K,56.0,4.0,7.0,35.0,32.0,0.0,67.0,67.0,67.0
6,2024-02,Hawthorne,1,48.0,13.0,6.0,35.0,30.0,2.0,67.0,67.0,67.0
7,2024-02,Hawthorne,2,47.0,5.0,8.0,27.0,30.0,2.0,59.0,59.0,59.0
8,2024-02,Hawthorne,3,51.0,9.0,8.0,36.0,30.0,0.0,66.0,66.0,66.0
9,2024-02,Hawthorne,4,31.0,14.0,8.0,29.0,23.0,1.0,53.0,53.0,53.0
10,2024-02,Hawthorne,5,46.0,8.0,7.0,29.0,28.0,2.0,59.0,59.0,59.0
5,2024-02,Hay,K,38.0,10.0,7.0,33.0,22.0,0.0,55.0,55.0,54.05
6,2024-02,Hay,1,33.0,6.0,7.0,22.0,24.0,0.0,46.0,46.0,43.26
7,2024-02,Hay,2,22.0,12.0,9.0,23.0,17.0,0.0,40.0,40.0,40.0
8,2024-02,Hay,3,27.0,8.0,7.0,24.0,17.0,0.0,41.0,41.0,41.0
9,2024-02,Hay,4,30.0,9.0,10.0,26.0,19.0,1.0,46.0,46.0,46.0
10,2024-02,Hay,5,27.0,7.0,5.0,17.0,21.0,1.0,39.0,39.0,39.0
5,2024-02,Hazel Wolf K-8,K,66.0,6.0,7.0,46.0,31.0,0.0,77.0,77.0,77.0
6,2024-02,Hazel Wolf K-8,1,54.0,10.0,7.0,23.0,48.0,0.0,71.0,71.0,71.0
7,2024-02,Hazel Wolf K-8,2,59.0,10.0,7.0,35.0,39.0,0.0,74.0,74.0,74.0
8,2024-02,Hazel Wolf K-8,3,61.0,8.0,9.0,43.0,34.0,0.0,77.0,77.0,77.0
9,2024-02,Hazel Wolf K-8,4,49.0,20.0,19.0,44.0,38.0,2.0,84.0,84.0,84.0
10,2024-02,Hazel Wolf K-8,5,65.0,8.0,11.0,33.0,49.0,1.0,83.0,83.0,83.0
11,2024-02,Hazel Wolf K-8,6,64.0,11.0,16.0,45.0,42.0,2.0,89.0,89.0,89.0
12,2024-02,Hazel Wolf K-8,7,64.0,7.0,14.0,52.0,29.0,1.0,82.0,82.0,82.0
13,2024-02,Hazel Wolf K-8,8,70.0,9.0,7.0,40.0,44.0,2.0,86.0,86.0,85.89
4,2024-02,Highland Park,Preschool,19.0,0.0,1.0,8.0,12.0,0.0,20.0,0.0,0.0
5,2024-02,Highland Park,K,31.0,11.0,3.0,19.0,25.0,1.0,45.0,45.0,45.0
6,2024-02,Highland Park,1,30.0,16.0,8.0,29.0,23.0,0.0,52.0,52.0,52.0
7,2024-02,Highland Park,2,29.0,8.0,8.0,19.0,22.0,0.0,41.0,41.0,40.07
8,2024-02,Highland Park,3,26.0,12.0,7.0,26.0,19.0,0.0,45.0,45.0,45.0
9,2024-02,Highland Park,4,14.0,20.0,5.0,19.0,18.0,0.0,37.0,37.0,37.0
10,2024-02,Highland Park,5,31.0,13.0,10.0,28.0,24.0,0.0,52.0,52.0,51.04
5,2024-02,Ingraham,9,249.0,39.0,65.0,179.0,150.0,9.0,338.0,338.0,337.66
6,2024-02,Ingraham,10,272.0,44.0,70.0,202.0,161.0,6.0,369.0,369.0,366.99
7,2024-02,Ingraham,11,265.0,45.0,60.0,192.0,161.0,6.0,359.0,348.0,320.93
8,2024-02,Ingraham,12,249.0,45.0,63.0,151.0,190.0,5.0,346.0,324.0,278.96
5,2024-02,Interagency,4 5 6 7,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
6,2024-02,Interagency,8,6.0,1.0,3.0,6.0,3.0,0.0,9.0,9.0,8.12
7,2024-02,Interagency,10,21.0,4.0,11.0,14.0,21.0,1.0,36.0,36.0,35.71
8,2024-02,Interagency,11,43.0,3.0,28.0,26.0,43.0,4.0,73.0,73.0,71.52
9,2024-02,Interagency,12,84.0,18.0,46.0,67.0,72.0,3.0,142.0,142.0,140.41
6,2024-02,Interagency Open Doors Program,11,9.0,2.0,2.0,5.0,7.0,1.0,13.0,0.0,0.0
7,2024-02,Interagency Open Doors Program,12,26.0,5.0,11.0,18.0,22.0,1.0,41.0,0.0,0.0
5,2024-02,J. Stanford International,K,66.0,11.0,1.0,31.0,47.0,0.0,78.0,78.0,78.0
6,2024-02,J. Stanford International,1,64.0,8.0,2.0,35.0,39.0,0.0,74.0,74.0,74.0
7,2024-02,J. Stanford International,2,54.0,15.0,4.0,36.0,36.0,0.0,72.0,72.0,72.0
8,2024-02,J. Stanford International,3,53.0,10.0,12.0,33.0,38.0,0.0,71.0,71.0,71.0
9,2024-02,J. Stanford International,4,53.0,5.0,7.0,31.0,33.0,1.0,65.0,65.0,65.0
10,2024-02,J. Stanford International,5,47.0,1.0,8.0,25.0,31.0,0.0,56.0,56.0,56.0
5,2024-02,Jane Addams,6,201.0,39.0,37.0,131.0,135.0,3.0,269.0,269.0,269.0
6,2024-02,Jane Addams,7,190.0,43.0,61.0,147.0,130.0,5.0,282.0,282.0,281.57
7,2024-02,Jane Addams,8,238.0,30.0,30.0,145.0,140.0,8.0,293.0,293.0,292.78
4,2024-02,John Muir,Preschool,18.0,0.0,1.0,10.0,9.0,0.0,19.0,0.0,0.0
5,2024-02,John Muir,K,39.0,21.0,9.0,36.0,28.0,1.0,65.0,65.0,65.0
6,2024-02,John Muir,1,34.0,13.0,3.0,25.0,25.0,0.0,50.0,50.0,50.0
7,2024-02,John Muir,2,27.0,20.0,9.0,28.0,24.0,1.0,53.0,53.0,53.0
8,2024-02,John Muir,3,25.0,17.0,9.0,23.0,25.0,0.0,48.0,48.0,48.0
9,2024-02,John Muir,4,24.0,17.0,8.0,26.0,20.0,0.0,46.0,46.0,46.0
10,2024-02,John Muir,5,26.0,14.0,12.0,25.0,21.0,0.0,46.0,46.0,46.0
5,2024-02,John Rogers,K,19.0,13.0,2.0,13.0,21.0,0.0,34.0,34.0,34.0
6,2024-02,John Rogers,1,16.0,10.0,7.0,16.0,14.0,1.0,31.0,31.0,31.0
7,2024-02,John Rogers,2,24.0,15.0,10.0,28.0,19.0,0.0,47.0,47.0,47.0
8,2024-02,John Rogers,3,11.0,13.0,6.0,13.0,16.0,0.0,29.0,29.0,29.0
9,2024-02,John Rogers,4,12.0,9.0,5.0,10.0,15.0,0.0,25.0,25.0,25.0
10,2024-02,John Rogers,5,27.0,8.0,4.0,16.0,21.0,0.0,37.0,37.0,37.0
4,2024-02,K-8 STEM,Preschool,12.0,0.0,6.0,12.0,6.0,0.0,18.0,0.0,0.0
5,2024-02,K-8 STEM,K,46.0,0.0,2.0,23.0,25.0,0.0,48.0,48.0,48.0
6,2024-02,K-8 STEM,1,44.0,4.0,7.0,30.0,23.0,0.0,53.0,53.0,53.0
7,2024-02,K-8 STEM,2,36.0,4.0,10.0,30.0,20.0,0.0,50.0,50.0,50.0
8,2024-02,K-8 STEM,3,36.0,6.0,8.0,27.0,22.0,0.0,49.0,49.0,49.0
9,2024-02,K-8 STEM,4,35.0,4.0,13.0,29.0,23.0,0.0,52.0,52.0,52.0
10,2024-02,K-8 STEM,5,42.0,5.0,6.0,23.0,28.0,1.0,52.0,52.0,52.0
11,2024-02,K-8 STEM,6,30.0,9.0,6.0,32.0,13.0,0.0,45.0,45.0,45.0
12,2024-02,K-8 STEM,7,35.0,4.0,9.0,23.0,21.0,1.0,45.0,45.0,44.82
13,2024-02,K-8 STEM,8,33.0,2.0,12.0,27.0,20.0,0.0,47.0,47.0,45.96
